Exporter Clean,Lotid,Sales Quantity,Sales Amount,Total Deductions Excl. Advances,FOB Liq,FOB per Case,Advance Pct Of FOB
BORQUEZ,24TRA104676,2240.0,62720.0,13097.0,49623.0,22.153125,0.0
BORQUEZ,24TRA104677,2520.0,51673.5,11786.05,39887.45,15.828353174603173,0.0
BORQUEZ,24TRA104678,2520.0,68575.5,14379.43,54196.07,21.506376984126984,0.0
BORQUEZ,24TRA104679,1710.0,45711.0,9735.65,35975.35,21.038216374269005,0.0
BORQUEZ,24TRA104686,2520.0,69331.5,13484.79,55846.71,22.161392857142857,0.0
BORQUEZ,24TRA104687,1080.0,38056.5,7278.7699999999995,30777.73,28.49789814814815,0.0
BORQUEZ,24TRA104691,2520.0,69372.0,13490.8,55881.2,22.175079365079363,0.0
BORQUEZ,24TRA104695,2240.0,56323.68,12149.6,44174.08,19.72057142857143,0.0
BORQUEZ,24TRA104696,1360.0,34636.72,7584.48,27052.24,19.89135294117647,0.0
BORQUEZ,24TRA104698,2520.0,61218.0,12354.7,48863.3,19.390198412698414,0.0
BORQUEZ,24TRA104699,2240.0,56870.8,12260.6,44610.200000000004,19.915267857142858,0.0
BORQUEZ,24TRA104700,2520.0,61146.0,12220.95,48925.05,19.41470238095238,0.0
BORQUEZ,24TRA104701,2270.0,59469.0,13073.47,46395.53,20.43855947136564,0.0
BORQUEZ,24TRA104702,900.0,20961.0,4507.23,16453.77,18.281966666666666,0.0
BORQUEZ,24TRA104704,2520.0,53820.0,10481.5,43338.5,17.19781746031746,0.0
BORQUEZ,24TRA104706,560.0,15680.0,3644.5,12035.5,21.491964285714285,0.0
BORQUEZ,24TRA104707,2100.0,44100.0,9820.0,34280.0,16.323809523809523,0.0
BORQUEZ,24TRA104708,2100.0,59696.25,11857.49,47838.76,22.780361904761907,0.0
BORQUEZ,24TRA104709,2240.0,62400.0,13206.0,49194.0,21.961607142857144,0.0
BORQUEZ,24TRA104710,2520.0,40203.0,9093.97,31109.03,12.344853174603173,0.0
BORQUEZ,24TRA104711,1980.0,40374.0,8564.6,31809.4,16.065353535353537,0.0
BORQUEZ,24TRA104712,1980.0,51160.5,10284.08,40876.42,20.644656565656565,0.0
BORQUEZ,24TRA104713,1680.0,36868.36,8535.24,28333.120000000003,16.86495238095238,0.0
